date,price,highest,lowest,final,ratio,,updown,amount,total,cratio,personal,company,foreigners,foreign,program,foreign_ratio
1/16/2007,615000.00,615000.00,611000.00,613000.00,▲,1000.00,0.16,310451.00,190140.00,0.01,-51364.00,8282.00,-23528.00,-34784.00,-2109.00,48.90
1/15/2007,612000.00,615000.00,607000.00,612000.00,▲,9000.00,1.49,673506.00,412500.00,0.01,-82074.00,-132585.00,218224.00,173910.00,-52102.00,48.91
1/12/2007,590000.00,606000.00,585000.00,603000.00,▲,21000.00,3.61,826085.00,494607.00,0.01,-33996.00,-12003.00,46272.00,77535.00,-66844.00,48.76
1/11/2007,579000.00,588000.00,578000.00,582000.00,▲,4000.00,0.69,613040.00,357579.00,0.01,97542.00,-37104.00,-51534.00,-54260.00,-75476.00,48.73
1/10/2007,582000.00,584000.00,575000.00,578000.00,▼,-8000.00,-1.37,522576.00,301927.00,0.01,122340.00,-72355.00,-35905.00,-44483.00,-140498.00,48.77
1/9/2007,587000.00,594000.00,582000.00,586000.00,▲,4000.00,0.69,402197.00,236617.00,0.01,25109.00,3977.00,-44409.00,-43802.00,-33937.00,48.79
1/8/2007,592000.00,594000.00,579000.00,582000.00,▼,-13000.00,-2.18,682494.00,399138.00,0.01,192465.00,11867.00,-219604.00,-217753.00,-22278.00,48.82
1/5/2007,608000.00,609000.00,595000.00,595000.00,▼,-12000.00,-1.98,586649.00,351559.00,0.01,220424.00,-89324.00,-128993.00,-173432.00,-105017.00,48.97
1/4/2007,611000.00,612000.00,603000.00,607000.00,▼,-4000.00,-0.65,381464.00,231243.00,0.01,82101.00,-50596.00,-43094.00,-60599.00,-38660.00,49.06
1/3/2007,627000.00,628000.00,611000.00,611000.00,▼,-14000.00,-2.24,394730.00,243911.00,0.01,44250.00,-28570.00,-20935.00,-6499.00,-42314.00,49.09
1/2/2007,620000.00,627000.00,616000.00,625000.00,▲,12000.00,1.96,355265.00,221508.00,0.01,-19379.00,-7544.00,31942.00,37657.00,-23141.00,49.10
12/28/2006,616000.00,619000.00,610000.00,613000.00,▲,1000.00,0.16,218266.00,134102.00,0.01,32926.00,-10132.00,-36185.00,0.00,9486.00,49.08
12/27/2006,611000.00,614000.00,604000.00,612000.00,▲,6000.00,0.99,196598.00,119681.00,0.01,-16197.00,7972.00,477.00,0.00,14883.00,49.11
12/26/2006,609000.00,611000.00,602000.00,606000.00,▼,-4000.00,-0.66,311490.00,188806.00,0.01,-56157.00,10266.00,59237.00,0.00,44573.00,49.11
12/22/2006,612000.00,614000.00,608000.00,610000.00,▼,-5000.00,-0.81,346335.00,211338.00,0.01,3799.00,6729.00,-8814.00,0.00,73486.00,49.07
12/21/2006,619000.00,620000.00,613000.00,615000.00,▼,-1000.00,-0.16,322380.00,198524.00,0.01,-14886.00,13258.00,17010.00,0.00,53737.00,49.07
12/20/2006,609000.00,620000.00,609000.00,616000.00,▲,6000.00,0.98,484659.00,299038.00,0.00,27501.00,101734.00,-71200.00,0.00,69480.00,49.06
12/19/2006,610000.00,614000.00,608000.00,610000.00, ,0.00,0.00,342849.00,209286.00,0.00,-7170.00,77457.00,-19370.00,0.00,33115.00,49.11
12/18/2006,610000.00,615000.00,608000.00,610000.00,▲,2000.00,0.33,404331.00,247202.00,0.00,100801.00,48544.00,-151435.00,0.00,-9724.00,49.12
12/15/2006,614000.00,615000.00,607000.00,608000.00,▼,-6000.00,-0.98,473796.00,289103.00,0.00,134358.00,25087.00,-167243.00,0.00,-24971.00,49.22
12/14/2006,603000.00,614000.00,600000.00,614000.00,▲,12000.00,1.99,869434.00,529421.00,0.00,68908.00,-143360.00,81796.00,0.00,92872.00,49.34
12/13/2006,600000.00,609000.00,600000.00,602000.00,▲,2000.00,0.33,347571.00,210067.00,0.00,-4703.00,-43150.00,47414.00,0.00,-2863.00,49.28
12/12/2006,606000.00,610000.00,599000.00,600000.00,▼,-4000.00,-0.66,328052.00,197972.00,0.00,51737.00,-23442.00,-26855.00,0.00,-39657.00,49.25
12/11/2006,610000.00,612000.00,602000.00,604000.00,▼,-7000.00,-1.15,451199.00,273108.00,0.00,92810.00,49523.00,-152957.00,0.00,-914.00,49.27
12/8/2006,617000.00,618000.00,608000.00,611000.00,▼,-15000.00,-2.40,510161.00,312140.00,0.00,135533.00,10816.00,-155224.00,0.00,-34151.00,49.37
12/7/2006,629000.00,635000.00,625000.00,626000.00,▼,-9000.00,-1.42,297643.00,186867.00,0.00,18858.00,40902.00,-62672.00,0.00,15963.00,49.48
12/6/2006,638000.00,640000.00,629000.00,635000.00,▼,-3000.00,-0.47,262821.00,166433.00,0.00,-8220.00,18303.00,-13521.00,0.00,228.00,49.52
12/5/2006,648000.00,651000.00,638000.00,638000.00,▼,-3000.00,-0.47,350827.00,226270.00,0.00,-2398.00,49080.00,-54993.00,0.00,23869.00,49.53
12/4/2006,643000.00,646000.00,637000.00,641000.00,▲,1000.00,0.16,200100.00,128467.00,0.00,-13267.00,33941.00,-29297.00,0.00,58626.00,49.57
12/1/2006,640000.00,645000.00,639000.00,640000.00,▲,2000.00,0.31,168014.00,107803.00,0.00,-11516.00,14165.00,-3328.00,0.00,-18692.00,49.59
11/30/2006,636000.00,644000.00,635000.00,638000.00,▲,9000.00,1.43,331362.00,212144.00,0.00,-8659.00,-31317.00,33864.00,0.00,56114.00,49.59
11/29/2006,628000.00,637000.00,628000.00,629000.00,▼,-1000.00,-0.16,339139.00,214088.00,0.00,24783.00,45862.00,-82918.00,0.00,35163.00,49.57
11/28/2006,631000.00,637000.00,630000.00,630000.00,▼,-12000.00,-1.87,322048.00,203555.00,0.00,49991.00,-9880.00,-42090.00,0.00,1112.00,49.62
11/27/2006,647000.00,650000.00,639000.00,642000.00,▼,-10000.00,-1.53,322215.00,207088.00,0.00,43435.00,24237.00,-76170.00,0.00,25823.00,49.65
11/24/2006,654000.00,656000.00,646000.00,652000.00,▼,-2000.00,-0.31,182419.00,118795.00,0.00,-5040.00,21944.00,-25375.00,0.00,51813.00,49.70
11/23/2006,663000.00,665000.00,651000.00,654000.00,▼,-6000.00,-0.91,249849.00,164498.00,0.00,-43121.00,46506.00,-8703.00,0.00,5883.00,49.72
11/22/2006,647000.00,660000.00,647000.00,660000.00,▲,10000.00,1.54,243090.00,159760.00,0.00,-37282.00,22267.00,-6296.00,0.00,47654.00,49.73
11/21/2006,653000.00,656000.00,648000.00,650000.00,▼,-2000.00,-0.31,210661.00,137307.00,0.00,-4596.00,38801.00,-33356.00,0.00,6063.00,49.73
11/20/2006,656000.00,656000.00,647000.00,652000.00,▼,-2000.00,-0.31,288586.00,187801.00,0.00,-12523.00,-7047.00,21051.00,0.00,17200.00,49.75
11/17/2006,658000.00,658000.00,653000.00,654000.00,▼,-3000.00,-0.46,185934.00,121812.00,0.00,-16609.00,28102.00,-11546.00,0.00,30814.00,49.74
11/16/2006,676000.00,676000.00,657000.00,657000.00,▼,-5000.00,-0.76,380746.00,253450.00,0.00,-77573.00,-27872.00,106813.00,0.00,-5532.00,49.75
11/15/2006,655000.00,662000.00,653000.00,662000.00,▲,15000.00,2.32,597223.00,393028.00,0.00,-123271.00,-51311.00,188176.00,0.00,-32590.00,49.67
11/14/2006,648000.00,650000.00,644000.00,647000.00,▲,8000.00,1.25,373706.00,242065.00,0.00,-55534.00,5880.00,46893.00,0.00,76243.00,49.55
11/13/2006,636000.00,640000.00,633000.00,639000.00,▲,10000.00,1.59,330929.00,211058.00,0.01,-27026.00,7538.00,29698.00,0.00,42394.00,49.51
11/10/2006,628000.00,632000.00,626000.00,629000.00,▼,-2000.00,-0.32,269615.00,169859.00,0.01,-10351.00,-8101.00,18927.00,0.00,5143.00,49.49
11/9/2006,620000.00,631000.00,618000.00,631000.00,▲,16000.00,2.60,565233.00,353212.00,0.01,-28699.00,-9084.00,49759.00,0.00,57855.00,49.48
11/8/2006,615000.00,621000.00,615000.00,615000.00,▲,6000.00,0.99,280736.00,173151.00,0.01,-21284.00,19063.00,-7515.00,0.00,5980.00,49.45
11/7/2006,615000.00,615000.00,605000.00,609000.00,▲,4000.00,0.66,355836.00,216881.00,0.01,-14556.00,119291.00,-96803.00,0.00,45468.00,49.45
11/6/2006,609000.00,610000.00,599000.00,605000.00,▼,-6000.00,-0.98,348796.00,210424.00,0.01,97012.00,-1542.00,-107595.00,0.00,-20591.00,49.52
11/3/2006,617000.00,620000.00,609000.00,611000.00,▼,-3000.00,-0.49,280251.00,171764.00,0.01,34962.00,71134.00,-119717.00,0.00,16146.00,49.59
11/2/2006,614000.00,619000.00,611000.00,614000.00,▼,-1000.00,-0.16,260489.00,160003.00,0.01,2378.00,38719.00,-59223.00,0.00,41149.00,49.67
11/1/2006,618000.00,620000.00,613000.00,615000.00,▲,4000.00,0.65,279048.00,172224.00,0.01,22930.00,21304.00,-41194.00,0.00,16145.00,49.71
10/31/2006,607000.00,616000.00,603000.00,611000.00,▲,2000.00,0.33,482808.00,294470.00,0.01,35111.00,60176.00,-114632.00,0.00,33386.00,49.74
10/30/2006,617000.00,619000.00,607000.00,609000.00,▼,-11000.00,-1.77,402440.00,245788.00,0.01,42760.00,29065.00,-82452.00,0.00,20087.00,49.82
10/27/2006,629000.00,629000.00,616000.00,620000.00,▼,-9000.00,-1.43,441651.00,273918.00,0.01,80556.00,-4342.00,-87985.00,0.00,13896.00,49.87
10/26/2006,627000.00,634000.00,625000.00,629000.00,▲,4000.00,0.64,333162.00,209758.00,0.01,5496.00,-7733.00,-8146.00,0.00,48449.00,49.93
10/25/2006,624000.00,631000.00,621000.00,625000.00,▼,-1000.00,-0.16,354819.00,222040.00,0.01,-21367.00,52087.00,-37468.00,0.00,5159.00,49.94
10/24/2006,630000.00,633000.00,623000.00,626000.00,▲,1000.00,0.16,363472.00,228086.00,0.00,73500.00,12376.00,-81235.00,0.00,5385.00,49.96
10/23/2006,631000.00,631000.00,620000.00,625000.00,▼,-6000.00,-0.95,433013.00,270724.00,0.00,135208.00,68291.00,-209353.00,0.00,22668.00,50.02
10/20/2006,635000.00,638000.00,629000.00,631000.00,▼,-5000.00,-0.79,464194.00,293647.00,0.00,145036.00,29819.00,-183093.00,0.00,-29352.00,50.16
10/19/2006,645000.00,648000.00,632000.00,636000.00,▼,-6000.00,-0.93,334332.00,213342.00,0.00,74230.00,8779.00,-97063.00,0.00,29125.00,50.29
10/18/2006,641000.00,644000.00,636000.00,642000.00,▼,-5000.00,-0.77,323106.00,206865.00,0.00,8691.00,76279.00,-104657.00,0.00,65278.00,50.35
10/17/2006,650000.00,651000.00,642000.00,647000.00,▼,-3000.00,-0.46,183493.00,118654.00,0.00,-2930.00,49163.00,-43343.00,0.00,10075.00,50.42
10/16/2006,652000.00,658000.00,646000.00,650000.00,▲,6000.00,0.93,340581.00,221914.00,0.00,-1290.00,6846.00,-7527.00,0.00,20686.00,50.45
10/13/2006,645000.00,648000.00,642000.00,644000.00,▲,8000.00,1.26,269853.00,173913.00,0.00,-5581.00,42932.00,-40004.00,0.00,84339.00,50.46
10/12/2006,636000.00,645000.00,634000.00,636000.00,▼,-4000.00,-0.63,372132.00,237637.00,0.00,46791.00,-11582.00,-29302.00,0.00,5652.00,50.48
10/11/2006,635000.00,644000.00,633000.00,640000.00, ,0.00,0.00,216929.00,138782.00,0.00,7201.00,47066.00,-59055.00,0.00,1322.00,50.50
10/10/2006,642000.00,650000.00,640000.00,640000.00,▼,-2000.00,-0.31,197276.00,127169.00,0.00,-42238.00,-5586.00,45688.00,0.00,14632.00,50.54
10/9/2006,652000.00,657000.00,625000.00,642000.00,▼,-6000.00,-0.93,597019.00,383255.00,0.00,-34297.00,24544.00,8126.00,0.00,17154.00,50.51
10/4/2006,659000.00,660000.00,647000.00,648000.00,▼,-17000.00,-2.56,403729.00,263874.00,0.00,33620.00,-1088.00,-25469.00,0.00,-49170.00,50.51
10/2/2006,659000.00,669000.00,659000.00,665000.00,▲,1000.00,0.15,290037.00,192391.00,0.00,-12352.00,46817.00,-35146.00,0.00,52615.00,50.53
9/29/2006,669000.00,672000.00,661000.00,664000.00,▼,-4000.00,-0.60,226625.00,150644.00,0.00,-4498.00,7947.00,-4897.00,0.00,-1324.00,50.55
9/28/2006,662000.00,672000.00,660000.00,668000.00,▲,9000.00,1.37,343998.00,229395.00,0.00,-38516.00,645.00,34025.00,0.00,31805.00,50.55
9/27/2006,655000.00,663000.00,655000.00,659000.00,▲,8000.00,1.23,355216.00,234221.00,0.00,-44355.00,118.00,-3912.00,0.00,135358.00,50.53
9/26/2006,654000.00,658000.00,646000.00,651000.00,▲,1000.00,0.15,257110.00,167859.00,0.00,-786.00,-45845.00,47384.00,0.00,-81151.00,50.53
9/25/2006,650000.00,658000.00,648000.00,650000.00,▼,-4000.00,-0.61,250113.00,163257.00,0.00,8711.00,70169.00,-80069.00,0.00,62236.00,50.50
9/22/2006,658000.00,661000.00,652000.00,654000.00,▼,-11000.00,-1.65,235364.00,154282.00,0.00,20938.00,1116.00,-23675.00,0.00,-35367.00,50.55
9/21/2006,674000.00,677000.00,664000.00,665000.00,▼,-2000.00,-0.30,285264.00,191332.00,0.00,-9850.00,-10983.00,17354.00,0.00,32123.00,50.57
9/20/2006,663000.00,669000.00,659000.00,667000.00,▼,-5000.00,-0.74,315110.00,209248.00,0.00,-5555.00,43112.00,-41514.00,0.00,17372.00,50.56
9/19/2006,673000.00,678000.00,671000.00,672000.00,▼,-1000.00,-0.15,289412.00,195207.00,0.00,-39433.00,-12574.00,55785.00,0.00,-8134.00,50.59
9/18/2006,657000.00,679000.00,657000.00,673000.00,▲,17000.00,2.59,527198.00,354427.00,0.00,-131826.00,57812.00,68448.00,0.00,87540.00,50.55
9/15/2006,653000.00,658000.00,651000.00,656000.00,▲,1000.00,0.15,239772.00,156885.00,0.00,-5167.00,32429.00,-39064.00,0.00,-16834.00,50.50
9/14/2006,642000.00,655000.00,641000.00,655000.00,▲,13000.00,2.02,620439.00,404195.00,0.00,-35997.00,150891.00,-57551.00,0.00,131529.00,50.53
9/13/2006,640000.00,645000.00,637000.00,642000.00,▲,10000.00,1.58,499576.00,320473.00,0.00,-12259.00,2424.00,7617.00,0.00,-2171.00,50.57
9/12/2006,638000.00,642000.00,629000.00,632000.00,▼,-1000.00,-0.16,353782.00,224996.00,0.00,95957.00,64517.00,-175194.00,0.00,16838.00,50.56
9/11/2006,647000.00,649000.00,633000.00,633000.00,▼,-14000.00,-2.16,366389.00,234540.00,0.00,49589.00,26831.00,-68870.00,0.00,7155.00,50.68
9/8/2006,644000.00,650000.00,644000.00,647000.00,▼,-2000.00,-0.31,167494.00,108419.00,0.00,678.00,32702.00,-43169.00,0.00,48401.00,50.73
9/7/2006,646000.00,651000.00,643000.00,649000.00,▼,-5000.00,-0.76,202533.00,131025.00,0.00,4391.00,59993.00,-69386.00,0.00,42005.00,50.76
9/6/2006,658000.00,658000.00,651000.00,654000.00,▼,-3000.00,-0.46,165470.00,108392.00,0.00,-5401.00,4471.00,7541.00,0.00,-10070.00,50.81
9/5/2006,656000.00,660000.00,652000.00,657000.00,▲,1000.00,0.15,146528.00,96237.00,0.00,-21932.00,-7163.00,32140.00,0.00,-450.00,50.80
9/4/2006,662000.00,662000.00,655000.00,656000.00,▲,3000.00,0.46,179730.00,118237.00,0.00,-21123.00,226.00,23974.00,0.00,-30958.00,50.78
9/1/2006,652000.00,657000.00,649000.00,653000.00,▲,3000.00,0.46,179028.00,117111.00,0.00,-6232.00,19232.00,-6622.00,0.00,10175.00,50.76
8/31/2006,654000.00,662000.00,650000.00,650000.00,▼,-2000.00,-0.31,413401.00,271083.00,0.00,-42060.00,86755.00,-48285.00,0.00,70963.00,50.77
8/30/2006,660000.00,661000.00,649000.00,652000.00,▼,-8000.00,-1.21,283944.00,185786.00,0.00,22084.00,36577.00,-60709.00,0.00,-4403.00,50.80
8/29/2006,652000.00,661000.00,650000.00,660000.00,▲,17000.00,2.64,309598.00,203646.00,0.00,-58682.00,-21144.00,83705.00,0.00,31269.00,50.84
8/28/2006,650000.00,652000.00,643000.00,643000.00,▼,-3000.00,-0.46,214444.00,138809.00,0.00,-15927.00,19500.00,-11243.00,0.00,2792.00,50.78
8/25/2006,642000.00,651000.00,639000.00,646000.00,▲,9000.00,1.41,320356.00,207400.00,0.00,-33432.00,41427.00,2965.00,0.00,55435.00,50.79
8/24/2006,639000.00,641000.00,631000.00,637000.00,▼,-9000.00,-1.39,355650.00,225913.00,0.00,90402.00,11767.00,-113142.00,0.00,-42369.00,50.79
8/23/2006,654000.00,658000.00,644000.00,646000.00,▼,-12000.00,-1.82,294230.00,190686.00,0.00,6899.00,46719.00,-57158.00,0.00,-46566.00,50.87
8/22/2006,648000.00,658000.00,648000.00,658000.00,▲,1000.00,0.15,393161.00,256941.00,0.00,-16988.00,89573.00,-78037.00,0.00,75865.00,50.90
8/21/2006,660000.00,668000.00,655000.00,657000.00,▼,-1000.00,-0.15,367493.00,242594.00,0.00,-24403.00,-22008.00,44043.00,0.00,-16879.00,50.96
8/18/2006,650000.00,665000.00,647000.00,658000.00,▲,14000.00,2.17,754939.00,496497.00,0.00,-165008.00,-84540.00,281179.00,0.00,10513.00,50.93
8/17/2006,630000.00,647000.00,629000.00,644000.00,▲,26000.00,4.21,776523.00,496937.00,0.00,-161117.00,-24736.00,214309.00,0.00,45732.00,50.74
8/16/2006,618000.00,622000.00,614000.00,618000.00,▲,13000.00,2.15,394085.00,243772.00,0.00,-71871.00,52787.00,13703.00,0.00,51180.00,50.59
8/14/2006,610000.00,611000.00,600000.00,605000.00,▼,-2000.00,-0.33,344119.00,208176.00,0.00,25819.00,96957.00,-133912.00,0.00,100171.00,50.58
8/11/2006,617000.00,622000.00,607000.00,607000.00,▼,-7000.00,-1.14,331499.00,203467.00,0.00,19925.00,59147.00,-86569.00,0.00,24676.00,50.67
8/10/2006,616000.00,620000.00,609000.00,614000.00,▼,-2000.00,-0.32,349779.00,214883.00,0.00,27049.00,-58690.00,32135.00,0.00,-84765.00,50.73
8/9/2006,615000.00,623000.00,609000.00,616000.00,▲,1000.00,0.16,302756.00,186597.00,0.00,-29112.00,42481.00,-13210.00,0.00,42012.00,50.71
8/8/2006,605000.00,617000.00,605000.00,615000.00,▲,9000.00,1.49,279143.00,170922.00,0.00,-19647.00,111212.00,-90629.00,0.00,144667.00,50.72
8/7/2006,619000.00,619000.00,604000.00,606000.00,▼,-9000.00,-1.46,301027.00,182927.00,0.00,24533.00,-19071.00,-5393.00,0.00,-37699.00,50.78
8/4/2006,612000.00,617000.00,612000.00,615000.00,▲,5000.00,0.82,162429.00,99931.00,0.00,-9094.00,37080.00,-32625.00,0.00,81266.00,50.78
8/3/2006,618000.00,619000.00,610000.00,610000.00,▲,1000.00,0.16,251309.00,154393.00,0.00,-1212.00,-6242.00,8464.00,0.00,892.00,50.81
8/2/2006,603000.00,614000.00,602000.00,609000.00,▲,4000.00,0.66,218896.00,133427.00,0.00,-17068.00,45244.00,-31397.00,0.00,48511.00,50.80
8/1/2006,609000.00,615000.00,605000.00,605000.00,▼,-3000.00,-0.49,267449.00,163015.00,0.00,-37491.00,102507.00,-56112.00,0.00,68497.00,50.82
7/31/2006,610000.00,614000.00,608000.00,608000.00,▲,8000.00,1.33,553216.00,338124.00,0.00,-42906.00,-54877.00,99531.00,0.00,73455.00,50.86
7/28/2006,600000.00,604000.00,597000.00,600000.00,▼,-4000.00,-0.66,196304.00,117718.00,0.00,3383.00,26395.00,-30061.00,0.00,26023.00,50.79
7/27/2006,599000.00,605000.00,594000.00,604000.00,▲,5000.00,0.83,305647.00,183769.00,0.00,-17604.00,86702.00,-70520.00,0.00,117560.00,50.81
7/26/2006,598000.00,604000.00,596000.00,599000.00,▲,1000.00,0.17,153988.00,92316.00,0.00,-7944.00,-14871.00,24786.00,0.00,-19443.00,50.86
7/25/2006,596000.00,602000.00,594000.00,598000.00,▲,10000.00,1.70,333605.00,199667.00,0.00,-44575.00,64577.00,-38718.00,0.00,86524.00,50.84
7/24/2006,587000.00,594000.00,583000.00,588000.00,▼,-9000.00,-1.51,309236.00,181417.00,0.00,23654.00,13193.00,-31655.00,0.00,-23769.00,50.87
7/21/2006,591000.00,597000.00,590000.00,597000.00,▼,-1000.00,-0.17,197197.00,117014.00,0.00,3305.00,20926.00,-27633.00,0.00,-12921.00,50.89
7/20/2006,594000.00,598000.00,590000.00,598000.00,▲,18000.00,3.10,442084.00,263206.00,0.00,-17417.00,59066.00,-28293.00,0.00,80689.00,50.91
7/19/2006,580000.00,588000.00,580000.00,580000.00,▼,-2000.00,-0.34,284263.00,165855.00,0.00,-26268.00,20971.00,3528.00,0.00,-14225.00,50.93
7/18/2006,576000.00,584000.00,576000.00,582000.00,▼,-2000.00,-0.34,303848.00,176235.00,0.00,4932.00,-3155.00,-3440.00,0.00,-15931.00,50.93
7/14/2006,587000.00,591000.00,582000.00,584000.00,▼,-16000.00,-2.67,487421.00,285370.00,0.00,86945.00,-35835.00,-56004.00,0.00,-111487.00,50.93
7/13/2006,600000.00,609000.00,595000.00,600000.00,▼,-8000.00,-1.32,475982.00,286622.00,0.00,45692.00,104646.00,-164247.00,0.00,-71497.00,50.97
7/12/2006,606000.00,612000.00,599000.00,608000.00, ,0.00,0.00,469399.00,284290.00,0.00,-9503.00,170418.00,-176909.00,0.00,12951.00,51.08
7/11/2006,594000.00,612000.00,594000.00,608000.00,▲,2000.00,0.33,338181.00,203998.00,0.00,1413.00,17602.00,-34942.00,0.00,47664.00,51.20
7/10/2006,594000.00,607000.00,589000.00,606000.00,▲,5000.00,0.83,358169.00,214500.00,0.00,-17946.00,133184.00,-122685.00,0.00,114438.00,51.22
7/7/2006,601000.00,606000.00,600000.00,601000.00,▲,3000.00,0.50,288042.00,173620.00,0.00,-19073.00,-1703.00,23663.00,0.00,-22350.00,51.31
7/6/2006,593000.00,600000.00,590000.00,598000.00,▼,-5000.00,-0.83,350618.00,208508.00,0.00,6172.00,63756.00,-70263.00,0.00,-64145.00,51.29
7/5/2006,585000.00,605000.00,585000.00,603000.00,▲,2000.00,0.33,269876.00,161233.00,0.00,-18733.00,39939.00,-28725.00,0.00,6194.00,51.34
7/4/2006,611000.00,612000.00,601000.00,601000.00,▼,-4000.00,-0.66,190793.00,115536.00,0.00,2951.00,8780.00,-13476.00,0.00,15374.00,51.36
7/3/2006,607000.00,611000.00,604000.00,605000.00,▲,2000.00,0.33,251869.00,153082.00,0.00,-8230.00,24142.00,-10583.00,0.00,-24582.00,51.37
6/30/2006,607000.00,609000.00,602000.00,603000.00,▲,13000.00,2.20,589329.00,356498.00,0.00,-59346.00,-14997.00,20261.00,0.00,174515.00,51.37
6/29/2006,585000.00,592000.00,584000.00,590000.00,▲,10000.00,1.72,319977.00,188619.00,0.00,-15651.00,134382.00,-141411.00,0.00,110306.00,51.36
6/28/2006,575000.00,580000.00,571000.00,580000.00,▼,-3000.00,-0.51,368498.00,211850.00,0.00,12047.00,5705.00,-106820.00,0.00,-24456.00,51.46
6/27/2006,585000.00,590000.00,583000.00,583000.00,▲,1000.00,0.17,315355.00,185040.00,0.00,-2490.00,41914.00,-50042.00,0.00,-7029.00,51.53
6/26/2006,570000.00,585000.00,570000.00,582000.00,▲,14000.00,2.46,463995.00,269520.00,0.00,-24501.00,129612.00,-125534.00,0.00,26409.00,51.56
6/23/2006,565000.00,571000.00,561000.00,568000.00,▲,3000.00,0.53,297930.00,168564.00,0.00,9758.00,14771.00,-95061.00,0.00,-27039.00,51.65
6/22/2006,565000.00,572000.00,560000.00,565000.00,▲,9000.00,1.62,467571.00,265256.00,0.00,-15838.00,124130.00,-123504.00,0.00,92733.00,51.71
6/21/2006,556000.00,564000.00,555000.00,556000.00, ,0.00,0.00,275733.00,153702.00,0.00,16302.00,20919.00,-113502.00,0.00,-20408.00,51.80
6/20/2006,563000.00,566000.00,552000.00,556000.00,▼,-8000.00,-1.42,391732.00,218788.00,0.00,-4716.00,2394.00,-69488.00,0.00,-31489.00,51.87
6/19/2006,571000.00,576000.00,561000.00,564000.00,▼,-7000.00,-1.23,417912.00,236979.00,0.00,1901.00,-27175.00,-36849.00,0.00,-44481.00,51.92
6/16/2006,576000.00,577000.00,565000.00,571000.00,▲,18000.00,3.25,562580.00,322230.00,0.00,-26986.00,28053.00,-36607.00,0.00,51334.00,51.95
6/15/2006,564000.00,564000.00,553000.00,553000.00, ,0.00,0.00,384950.00,214547.00,0.00,26161.00,-21530.00,-21097.00,0.00,-83112.00,51.97
6/14/2006,544000.00,561000.00,541000.00,553000.00,▲,4000.00,0.73,652894.00,359409.00,0.00,13723.00,121664.00,-209340.00,0.00,60990.00,51.98
6/13/2006,560000.00,561000.00,548000.00,549000.00,▼,-23000.00,-4.02,826105.00,459164.00,0.00,57692.00,29401.00,-166767.00,0.00,-68852.00,52.13
6/12/2006,576000.00,576000.00,563000.00,572000.00,▼,-3000.00,-0.52,478698.00,273396.00,0.00,-18820.00,57567.00,-109038.00,0.00,-6172.00,52.24
6/9/2006,578000.00,583000.00,573000.00,575000.00, ,0.00,0.00,611160.00,353091.00,0.00,86837.00,13455.00,-176370.00,0.00,5058.00,52.31
6/8/2006,599000.00,599000.00,575000.00,575000.00,▼,-24000.00,-4.01,828960.00,483369.00,0.00,134757.00,-128873.00,-62814.00,0.00,-129538.00,52.43
6/7/2006,596000.00,605000.00,596000.00,599000.00,▼,-14000.00,-2.28,613711.00,367672.00,0.00,4498.00,82806.00,-155493.00,0.00,71599.00,52.48
6/5/2006,618000.00,619000.00,610000.00,613000.00,▼,-1000.00,-0.16,319869.00,196286.00,0.00,-478.00,-66868.00,-5780.00,0.00,-94623.00,52.58
6/2/2006,611000.00,618000.00,606000.00,614000.00,▲,8000.00,1.32,388064.00,237979.00,0.00,-17373.00,6502.00,12837.00,0.00,49473.00,52.59
6/1/2006,607000.00,616000.00,601000.00,606000.00,▼,-6000.00,-0.98,600278.00,365114.00,0.00,-14074.00,-34639.00,-14372.00,0.00,7164.00,52.58
5/30/2006,622000.00,624000.00,612000.00,612000.00,▼,-10000.00,-1.61,421709.00,260021.00,0.00,-11207.00,-61795.00,4334.00,0.00,-44325.00,52.59
5/29/2006,622000.00,627000.00,620000.00,622000.00,▲,2000.00,0.32,303251.00,188569.00,0.00,-116.00,-67090.00,32066.00,0.00,-83153.00,52.58
5/26/2006,626000.00,632000.00,617000.00,620000.00,▲,4000.00,0.65,481028.00,299324.00,0.00,29758.00,41057.00,-66575.00,0.00,49542.00,52.56
5/25/2006,629000.00,631000.00,615000.00,616000.00,▼,-13000.00,-2.07,515523.00,320487.00,0.00,32193.00,-9787.00,-98306.00,0.00,-111272.00,52.61
5/24/2006,630000.00,634000.00,615000.00,629000.00,▼,-1000.00,-0.16,540360.00,338842.00,0.00,-2623.00,64893.00,-137167.00,0.00,-8681.00,52.67
5/23/2006,615000.00,633000.00,611000.00,630000.00,▲,6000.00,0.96,596744.00,372805.00,0.00,-46600.00,102914.00,-150631.00,0.00,148754.00,52.77
5/22/2006,638000.00,640000.00,623000.00,624000.00,▼,-14000.00,-2.19,417043.00,262908.00,0.00,51495.00,-7183.00,-112269.00,0.00,-59019.00,52.87
5/19/2006,642000.00,644000.00,631000.00,638000.00,▼,-3000.00,-0.47,444471.00,283214.00,0.00,42893.00,24191.00,-139338.00,0.00,-12872.00,52.95
5/18/2006,638000.00,644000.00,633000.00,641000.00,▼,-12000.00,-1.84,449293.00,287111.00,0.00,29764.00,73887.00,-184879.00,0.00,-31024.00,53.04
5/17/2006,642000.00,660000.00,642000.00,653000.00,▲,12000.00,1.87,456718.00,298044.00,0.00,-56814.00,51510.00,-23990.00,0.00,-11870.00,53.17
